Класс;Код Клиента;Квартал
непостоянные приверженцы;1277295494;01.04.2017
активные приверженцы;1277295494;01.07.2017
активные приверженцы;1277295494;01.10.2017
активные приверженцы;1284960787;01.01.2016
непостоянные приверженцы;1284960787;01.04.2016
активные приверженцы;1284960787;01.07.2016
активные приверженцы;1284960787;01.10.2016
активные приверженцы;1284960787;01.01.2017
активные приверженцы;1284960787;01.04.2017
активные приверженцы;1284960787;01.07.2017
непостоянные приверженцы;1284960787;01.10.2017
непостоянные приверженцы;1284961801;01.01.2016
активные приверженцы;1284961801;01.04.2016
активные приверженцы;1284961801;01.07.2016
непостоянные приверженцы;1284961801;01.10.2016
активные приверженцы;1284961801;01.01.2017
активные приверженцы;1284961801;01.04.2017
активные приверженцы;1284961801;01.07.2017
активные приверженцы;1284961801;01.10.2017
активные приверженцы;1289513902;01.01.2016
активные приверженцы;1289513902;01.04.2016
активные приверженцы;1289513902;01.07.2016
активные приверженцы;1289513902;01.10.2016
активные приверженцы;1289513902;01.01.2017
активные приверженцы;1289513902;01.04.2017
непостоянные приверженцы;1289513902;01.07.2017
непостоянные приверженцы;1289513902;01.10.2017
активные приверженцы;1290417584;01.01.2016
активные приверженцы;1290417584;01.04.2016
непостоянные приверженцы;1290417584;01.07.2016
активные приверженцы;1290417584;01.10.2016
активные приверженцы;1290417584;01.01.2017
активные приверженцы;1290417584;01.04.2017
непостоянные приверженцы;1290417584;01.07.2017
частичные приверженцы;1290417584;01.10.2017
активные приверженцы;1290421532;01.01.2016
